plot,blk,trt,plt.date,term.plt,herb.trt,herb.trt.POSTdemo,NoResidualAtPost,location,date,year,timing,weed.species,soy.hgt.cm,weed.demo.unit,above.canopy,greater.ten.cm,less.ten.cm,total.weed.den,std.weed den,eb.data,eb.herb,eb.plt.dt,ea.data,ea.herb,ea.plt.dt,lb.data,lb.herb,lb.plt.dt,la.data,la.herb,la.plt.dt,yield.data,rye.bio.m2,soybean.buac,lorenz,ob1,ob2,ob3,ob4,ob5,ob6,ob7,ob8,ob9,ob10,ob11,ob12,ob13,ob14,ob15,ob16
507,b3,3,brown/anthesis,boot/anthesis,anthesis,anthesis,no,PA,7/28/23,2023,POST (28 DAT),waterhemp,50,1m2,0,0,0,0,na,no,,,yes,pre,std,no,,,yes,pre,early,no,na,na,yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
102,b1,4,brown/anthesis,boot/anthesis,POST,no residual,yes,PA,7/28/23,2023,POST (28 DAT),waterhemp,50,1m2,0,0,0,0,na,no,,,no,,,no,,,no,,,no,na,na,yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
207,b3,4,brown/anthesis,boot/anthesis,POST,no residual,yes,PA,7/28/23,2023,POST (28 DAT),waterhemp,58.5,1m2,0,0,0,0,na,no,,,no,,,no,,,no,,,no,na,na,yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
404,b2,4,brown/anthesis,boot/anthesis,POST,no residual,yes,PA,7/28/23,2023,POST (28 DAT),waterhemp,49.5,1m2,0,0,0,0,na,no,,,no,,,no,,,no,,,no,na,na,yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
412,b4,4,brown/anthesis,boot/anthesis,POST,no residual,yes,PA,7/28/23,2023,POST (28 DAT),waterhemp,55.5,1m2,0,0,0,0,na,no,,,no,,,no,,,no,,,no,na,na,yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
107,b3,5,brown/anthesis,boot/anthesis,anthesis/POST,anthesis,no,PA,7/28/23,2023,POST (28 DAT),waterhemp,52,1m2,0,0,0,0,na,no,,,no,,,no,,,no,,,no,na,na,yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
112,b4,5,brown/anthesis,boot/anthesis,anthesis/POST,anthesis,no,PA,7/28/23,2023,POST (28 DAT),waterhemp,49,1m2,0,0,0,0,na,no,,,no,,,no,,,no,,,no,na,na,yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
304,b2,5,brown/anthesis,boot/anthesis,anthesis/POST,anthesis,no,PA,7/28/23,2023,POST (28 DAT),waterhemp,51,1m2,0,0,0,0,na,no,,,no,,,no,,,no,,,no,na,na,yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
502,b1,5,brown/anthesis,boot/anthesis,anthesis/POST,anthesis,no,PA,7/28/23,2023,POST (28 DAT),waterhemp,50,1m2,0,0,0,0,na,no,,,no,,,no,,,no,,,no,na,na,yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110,b4,6,green/boot,boot/boot,no residual,no residual,yes,PA,7/28/23,2023,POST (28 DAT),waterhemp,51.5,1m2,0,1.5,7,8.5,na,yes,utc,early,yes,utc,early,no,,,no,,,no,na,na,yes,15,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0
403,b1,6,green/boot,boot/boot,no residual,no residual,yes,PA,7/28/23,2023,POST (28 DAT),waterhemp,55,1m2,0,0,5.5,5.5,na,yes,utc,early,yes,utc,early,no,,,no,,,no,na,na,yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
406,b2,6,green/boot,boot/boot,no residual,no residual,yes,PA,7/28/23,2023,POST (28 DAT),waterhemp,62,1m2,0,0,2.5,2.5,na,yes,utc,early,yes,utc,early,no,,,no,,,no,na,na,yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
408,b3,6,green/boot,boot/boot,no residual,no residual,yes,PA,7/28/23,2023,POST (28 DAT),waterhemp,64.5,1m2,0,0,2.5,2.5,na,yes,utc,early,yes,utc,early,no,,,no,,,no,na,na,yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
106,b2,7,green/boot,boot/boot,boot,boot,no,PA,7/28/23,2023,POST (28 DAT),waterhemp,59,1m2,0,0,1,1,na,yes,pre,early,no,,,no,,,no,,,no,na,na,yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
203,b1,7,green/boot,boot/boot,boot,boot,no,PA,7/28/23,2023,POST (28 DAT),waterhemp,60,1m2,0,0,1,1,na,yes,pre,early,no,,,no,,,no,,,no,na,na,yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
308,b3,7,green/boot,boot/boot,boot,boot,no,PA,7/28/23,2023,POST (28 DAT),waterhemp,62.5,1m2,0,0,1,1,na,yes,pre,early,no,,,no,,,no,,,no,na,na,yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
510,b4,7,green/boot,boot/boot,boot,boot,no,PA,7/28/23,2023,POST (28 DAT),waterhemp,58.5,1m2,0,1,2.5,3.5,na,yes,pre,early,no,,,no,,,no,,,no,na,na,yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
108,b3,8,green/boot,boot/boot,anthesis,anthesis,no,PA,7/28/23,2023,POST (28 DAT),waterhemp,49,1m2,0,0,3.5,3.5,na,no,,,yes,pre,std,no,,,no,,,no,na,na,yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
206,b2,8,green/boot,boot/boot,anthesis,anthesis,no,PA,7/28/23,2023,POST (28 DAT),waterhemp,66.5,1m2,0,0,1,1,na,no,,,yes,pre,std,no,,,no,,,no,na,na,yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
210,b4,8,green/boot,boot/boot,anthesis,anthesis,no,PA,7/28/23,2023,POST (28 DAT),waterhemp,59,1m2,0,1,2.5,3.5,na,no,,,yes,pre,std,no,,,no,,,no,na,na,yes,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
303,b1,8,green/boot,boot/boot,anthesis,anthesis,no,PA,7/28/23,2023,POST (28 DAT),waterhemp,55,1m2,0,0,0,0,na,no,,,yes,pre,std,no,,,no,,,no,na,na,yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
306,b2,9,green/boot,boot/boot,POST,no residual,yes,PA,7/28/23,2023,POST (28 DAT),waterhemp,59.5,1m2,0,0,0,0,na,no,,,no,,,no,,,no,,,no,na,na,yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
310,b4,9,green/boot,boot/boot,POST,no residual,yes,PA,7/28/23,2023,POST (28 DAT),waterhemp,57.5,1m2,0,0,0,0,na,no,,,no,,,no,,,no,,,no,na,na,yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
503,b1,9,green/boot,boot/boot,POST,no residual,yes,PA,7/28/23,2023,POST (28 DAT),waterhemp,58.5,1m2,0,0,0,0,na,no,,,no,,,no,,,no,,,no,na,na,yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
508,b3,9,green/boot,boot/boot,POST,no residual,yes,PA,7/28/23,2023,POST (28 DAT),waterhemp,62,1m2,0,0,0,0,na,no,,,no,,,no,,,no,,,no,na,na,yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
103,b1,10,green/boot,boot/boot,anthesis/POST,anthesis,no,PA,7/28/23,2023,POST (28 DAT),waterhemp,53,1m2,0,0,0,0,na,no,,,no,,,no,,,no,,,no,na,na,yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
208,b3,10,green/boot,boot/boot,anthesis/POST,anthesis,no,PA,7/28/23,2023,POST (28 DAT),waterhemp,60.5,1m2,0,0,0,0,na,no,,,no,,,no,,,no,,,no,na,na,yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
410,b4,10,green/boot,boot/boot,anthesis/POST,anthesis,no,PA,7/28/23,2023,POST (28 DAT),waterhemp,55,1m2,0,0,0,0,na,no,,,no,,,no,,,no,,,no,na,na,yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
506,b2,10,green/boot,boot/boot,anthesis/POST,anthesis,no,PA,7/28/23,2023,POST (28 DAT),waterhemp,58.5,1m2,0,0,0,0,na,no,,,no,,,no,,,no,,,no,na,na,yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
101,b1,11,green/anthesis,anthesis/anthesis,no residual,no residual,yes,PA,7/28/23,2023,POST (28 DAT),waterhemp,50.5,1m2,0,2.5,9,11.5,na,no,,,no,,,yes,utc,early,yes,pre,early,no,na,na,yes,13,14,12,13,15,0,0,0,0,0,0,0,0,0,0,0
109,b3,11,green/anthesis,anthesis/anthesis,no residual,no residual,yes,PA,7/28/23,2023,POST (28 DAT),waterhemp,50,1m2,0,5,9,14,na,no,,,no,,,yes,utc,early,yes,pre,early,no,na,na,yes,15,15,17,11,12,14,15,19,0,0,0,0,0,0,0,0
305,b2,11,green/anthesis,anthesis/anthesis,no residual,no residual,yes,PA,7/28/23,2023,POST (28 DAT),waterhemp,50,1m2,0,1,6,7,na,no,,,no,,,yes,utc,early,yes,pre,early,no,na,na,yes,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
411,b4,11,green/anthesis,anthesis/anthesis,no residual,no residual,yes,PA,7/28/23,2023,POST (28 DAT),waterhemp,48.5,1m2,0,1,3,4,na,no,,,no,,,yes,utc,early,yes,pre,early,no,na,na,yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
209,b3,12,green/anthesis,anthesis/anthesis,boot,boot,no,PA,7/28/23,2023,POST (28 DAT),waterhemp,49.5,1m2,0,1,1.5,2.5,na,no,,,no,,,yes,pre,early,no,,,no,na,na,yes,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
211,b4,12,green/anthesis,anthesis/anthesis,boot,boot,no,PA,7/28/23,2023,POST (28 DAT),waterhemp,45,1m2,0,1.5,5,6.5,na,no,,,no,,,yes,pre,early,no,,,no,na,na,yes,20,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0
401,b1,12,green/anthesis,anthesis/anthesis,boot,boot,no,PA,7/28/23,2023,POST (28 DAT),waterhemp,54.5,1m2,0,1,3,4,na,no,,,no,,,yes,pre,early,no,,,no,na,na,yes,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
505,b2,12,green/anthesis,anthesis/anthesis,boot,boot,no,PA,7/28/23,2023,POST (28 DAT),waterhemp,47.5,1m2,0,0,1,1,na,no,,,no,,,yes,pre,early,no,,,no,na,na,yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
205,b2,13,green/anthesis,anthesis/anthesis,anthesis,anthesis,no,PA,7/28/23,2023,POST (28 DAT),waterhemp,45,1m2,0,0,5,5,na,no,,,no,,,no,,,yes,pre,early,no,na,na,yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
311,b4,13,green/anthesis,anthesis/anthesis,anthesis,anthesis,no,PA,7/28/23,2023,POST (28 DAT),waterhemp,33,1m2,0,1.5,4,5.5,na,no,,,no,,,no,,,yes,pre,early,no,na,na,yes,13,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0
409,b3,13,green/anthesis,anthesis/anthesis,anthesis,anthesis,no,PA,7/28/23,2023,POST (28 DAT),waterhemp,45.5,1m2,0,0,3,3,na,no,,,no,,,no,,,yes,pre,early,no,na,na,yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
501,b1,13,green/anthesis,anthesis/anthesis,anthesis,anthesis,no,PA,7/28/23,2023,POST (28 DAT),waterhemp,41.5,1m2,0,0,1,1,na,no,,,no,,,no,,,yes,pre,early,no,na,na,yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
111,b4,14,green/anthesis,anthesis/anthesis,POST,no residual,yes,PA,7/28/23,2023,POST (28 DAT),waterhemp,39,1m2,0,0,1,1,na,no,,,no,,,no,,,no,,,no,na,na,yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
301,b1,14,green/anthesis,anthesis/anthesis,POST,no residual,yes,PA,7/28/23,2023,POST (28 DAT),waterhemp,43,1m2,0,0,1,1,na,no,,,no,,,no,,,no,,,no,na,na,yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
405,b2,14,green/anthesis,anthesis/anthesis,POST,no residual,yes,PA,7/28/23,2023,POST (28 DAT),waterhemp,47.5,1m2,0,0,0,0,na,no,,,no,,,no,,,no,,,no,na,na,yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
509,b3,14,green/anthesis,anthesis/anthesis,POST,no residual,yes,PA,7/28/23,2023,POST (28 DAT),waterhemp,49,1m2,0,0,0,0,na,no,,,no,,,no,,,no,,,no,na,na,yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
105,b2,15,green/anthesis,anthesis/anthesis,anthesis/POST,anthesis,no,PA,7/28/23,2023,POST (28 DAT),waterhemp,15.5,1m2,0,0,0,0,na,no,,,no,,,no,,,no,,,no,na,na,yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
201,b1,15,green/anthesis,anthesis/anthesis,anthesis/POST,anthesis,no,PA,7/28/23,2023,POST (28 DAT),waterhemp,45,1m2,0,0,1,1,na,no,,,no,,,no,,,no,,,no,na,na,yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
309,b3,15,green/anthesis,anthesis/anthesis,anthesis/POST,anthesis,no,PA,7/28/23,2023,POST (28 DAT),waterhemp,49,1m2,0,0,0,0,na,no,,,no,,,no,,,no,,,no,na,na,yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
511,b4,15,green/anthesis,anthesis/anthesis,anthesis/POST,anthesis,no,PA,7/28/23,2023,POST (28 DAT),waterhemp,50,1m2,0,0,0,0,na,no,,,no,,,no,,,no,,,no,na,na,yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
204,b2,1,brown/anthesis,boot/anthesis,no residual,no residual,yes,PA,10/18/23,2023,Soybean maturity,commonragweed,82.55,1m2,0,0,0,0,na,no,,,no,,,no,,,no,,,no,na,na,yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
302,b1,1,brown/anthesis,boot/anthesis,no residual,no residual,yes,PA,10/18/23,2023,Soybean maturity,commonragweed,73.66,1m2,0,0,0,0,na,no,,,no,,,no,,,no,,,no,na,na,yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
307,b3,1,brown/anthesis,boot/anthesis,no residual,no residual,yes,PA,10/18/23,2023,Soybean maturity,commonragweed,82.55,1m2,0,0,0,0,na,no,,,no,,,no,,,no,,,no,na,na,yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
512,b4,1,brown/anthesis,boot/anthesis,no residual,no residual,yes,PA,10/18/23,2023,Soybean maturity,commonragweed,80.01,1m2,0,0,0,0,na,no,,,no,,,no,,,no,,,no,na,na,yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
312,b4,2,brown/anthesis,boot/anthesis,boot,boot,no,PA,10/18/23,2023,Soybean maturity,commonragweed,77.47,1m2,0,0,0,0,na,no,,,no,,,no,,,no,,,no,na,na,yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
402,b1,2,brown/anthesis,boot/anthesis,boot,boot,no,PA,10/18/23,2023,Soybean maturity,commonragweed,80.01,1m2,0,0,0,0,na,no,,,no,,,no,,,no,,,no,na,na,yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
407,b3,2,brown/anthesis,boot/anthesis,boot,boot,no,PA,10/18/23,2023,Soybean maturity,commonragweed,74.93,1m2,0,0,0,0,na,no,,,no,,,no,,,no,,,no,na,na,yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
504,b2,2,brown/anthesis,boot/anthesis,boot,boot,no,PA,10/18/23,2023,Soybean maturity,commonragweed,78.74,1m2,1,0,0,1,na,no,,,no,,,no,,,no,,,no,na,na,yes,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
104,b2,3,brown/anthesis,boot/anthesis,anthesis,anthesis,no,PA,10/18/23,2023,Soybean maturity,commonragweed,73.66,1m2,0,0,0,0,na,no,,,no,,,no,,,no,,,no,na,na,yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202,b1,3,brown/anthesis,boot/anthesis,anthesis,anthesis,no,PA,10/18/23,2023,Soybean maturity,commonragweed,77.47,1m2,0,0,0,0,na,no,,,no,,,no,,,no,,,no,na,na,yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
212,b4,3,brown/anthesis,boot/anthesis,anthesis,anthesis,no,PA,10/18/23,2023,Soybean maturity,commonragweed,76.2,1m2,0,0,0,0,na,no,,,no,,,no,,,no,,,no,na,na,yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
507,b3,3,brown/anthesis,boot/anthesis,anthesis,anthesis,no,PA,10/18/23,2023,Soybean maturity,commonragweed,74.93,1m2,0,0,0,0,na,no,,,no,,,no,,,no,,,no,na,na,yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
102,b1,4,brown/anthesis,boot/anthesis,POST,no residual,yes,PA,10/18/23,2023,Soybean maturity,commonragweed,76.2,1m2,0,0,0,0,na,no,,,no,,,no,,,no,,,no,na,na,yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
207,b3,4,brown/anthesis,boot/anthesis,POST,no residual,yes,PA,10/18/23,2023,Soybean maturity,commonragweed,76.2,1m2,0,0,0,0,na,no,,,no,,,no,,,no,,,no,na,na,yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
404,b2,4,brown/anthesis,boot/anthesis,POST,no residual,yes,PA,10/18/23,2023,Soybean maturity,commonragweed,77.47,1m2,0,0,0,0,na,no,,,no,,,no,,,no,,,no,na,na,yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
412,b4,4,brown/anthesis,boot/anthesis,POST,no residual,yes,PA,10/18/23,2023,Soybean maturity,commonragweed,77.47,1m2,0,0,0,0,na,no,,,no,,,no,,,no,,,no,na,na,yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
107,b3,5,brown/anthesis,boot/anthesis,anthesis/POST,anthesis,no,PA,10/18/23,2023,Soybean maturity,commonragweed,77.47,1m2,0,0,0,0,na,no,,,no,,,no,,,no,,,no,na,na,yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
112,b4,5,brown/anthesis,boot/anthesis,anthesis/POST,anthesis,no,PA,10/18/23,2023,Soybean maturity,commonragweed,72.39,1m2,0,0,0,0,na,no,,,no,,,no,,,no,,,no,na,na,yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
304,b2,5,brown/anthesis,boot/anthesis,anthesis/POST,anthesis,no,PA,10/18/23,2023,Soybean maturity,commonragweed,76.2,1m2,0,0,0,0,na,no,,,no,,,no,,,no,,,no,na,na,yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
502,b1,5,brown/anthesis,boot/anthesis,anthesis/POST,anthesis,no,PA,10/18/23,2023,Soybean maturity,commonragweed,76.2,1m2,0,0,0,0,na,no,,,no,,,no,,,no,,,no,na,na,yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110,b4,6,green/boot,boot/boot,no residual,no residual,yes,PA,10/18/23,2023,Soybean maturity,commonragweed,78.74,1m2,0,0,0,0,na,no,,,no,,,no,,,no,,,no,na,na,yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
403,b1,6,green/boot,boot/boot,no residual,no residual,yes,PA,10/18/23,2023,Soybean maturity,commonragweed,77.47,1m2,0,0,0,0,na,no,,,no,,,no,,,no,,,no,na,na,yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
406,b2,6,green/boot,boot/boot,no residual,no residual,yes,PA,10/18/23,2023,Soybean maturity,commonragweed,76.2,1m2,0,0,0,0,na,no,,,no,,,no,,,no,,,no,na,na,yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
408,b3,6,green/boot,boot/boot,no residual,no residual,yes,PA,10/18/23,2023,Soybean maturity,commonragweed,72.39,1m2,0,0,0,0,na,no,,,no,,,no,,,no,,,no,na,na,yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
106,b2,7,green/boot,boot/boot,boot,boot,no,PA,10/18/23,2023,Soybean maturity,commonragweed,77.47,1m2,0,0,0,0,na,no,,,no,,,no,,,no,,,no,na,na,yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
203,b1,7,green/boot,boot/boot,boot,boot,no,PA,10/18/23,2023,Soybean maturity,commonragweed,78.74,1m2,0,0,0,0,na,no,,,no,,,no,,,no,,,no,na,na,yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
308,b3,7,green/boot,boot/boot,boot,boot,no,PA,10/18/23,2023,Soybean maturity,commonragweed,80.01,1m2,0,0,0,0,na,no,,,no,,,no,,,no,,,no,na,na,yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
510,b4,7,green/boot,boot/boot,boot,boot,no,PA,10/18/23,2023,Soybean maturity,commonragweed,73.66,1m2,0,0,0,0,na,no,,,no,,,no,,,no,,,no,na,na,yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
108,b3,8,green/boot,boot/boot,anthesis,anthesis,no,PA,10/18/23,2023,Soybean maturity,commonragweed,73.66,1m2,0,0,0,0,na,no,,,no,,,no,,,no,,,no,na,na,yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
206,b2,8,green/boot,boot/boot,anthesis,anthesis,no,PA,10/18/23,2023,Soybean maturity,commonragweed,86.36,1m2,0,0,0,0,na,no,,,no,,,no,,,no,,,no,na,na,yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
210,b4,8,green/boot,boot/boot,anthesis,anthesis,no,PA,10/18/23,2023,Soybean maturity,commonragweed,78.74,1m2,0,0,0,0,na,no,,,no,,,no,,,no,,,no,na,na,yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
303,b1,8,green/boot,boot/boot,anthesis,anthesis,no,PA,10/18/23,2023,Soybean maturity,commonragweed,76.2,1m2,0,0,0,0,na,no,,,no,,,no,,,no,,,no,na,na,yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
306,b2,9,green/boot,boot/boot,POST,no residual,yes,PA,10/18/23,2023,Soybean maturity,commonragweed,90.17,1m2,1,0,0,1,na,no,,,no,,,no,,,no,,,no,na,na,yes,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
310,b4,9,green/boot,boot/boot,POST,no residual,yes,PA,10/18/23,2023,Soybean maturity,commonragweed,80.01,1m2,0,0,0,0,na,no,,,no,,,no,,,no,,,no,na,na,yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
503,b1,9,green/boot,boot/boot,POST,no residual,yes,PA,10/18/23,2023,Soybean maturity,commonragweed,77.47,1m2,0,0,0,0,na,no,,,no,,,no,,,no,,,no,na,na,yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
508,b3,9,green/boot,boot/boot,POST,no residual,yes,PA,10/18/23,2023,Soybean maturity,commonragweed,77.47,1m2,0,0,0,0,na,no,,,no,,,no,,,no,,,no,na,na,yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
103,b1,10,green/boot,boot/boot,anthesis/POST,anthesis,no,PA,10/18/23,2023,Soybean maturity,commonragweed,72.39,1m2,0,0,0,0,na,no,,,no,,,no,,,no,,,no,na,na,yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
208,b3,10,green/boot,boot/boot,anthesis/POST,anthesis,no,PA,10/18/23,2023,Soybean maturity,commonragweed,81.28,1m2,0,0,0,0,na,no,,,no,,,no,,,no,,,no,na,na,yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
410,b4,10,green/boot,boot/boot,anthesis/POST,anthesis,no,PA,10/18/23,2023,Soybean maturity,commonragweed,69.85,1m2,0,0,0,0,na,no,,,no,,,no,,,no,,,no,na,na,yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
506,b2,10,green/boot,boot/boot,anthesis/POST,anthesis,no,PA,10/18/23,2023,Soybean maturity,commonragweed,73.66,1m2,0,0,0,0,na,no,,,no,,,no,,,no,,,no,na,na,yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
101,b1,11,green/anthesis,anthesis/anthesis,no residual,no residual,yes,PA,10/18/23,2023,Soybean maturity,commonragweed,77.47,1m2,0,0,0,0,na,no,,,no,,,no,,,no,,,no,na,na,yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
109,b3,11,green/anthesis,anthesis/anthesis,no residual,no residual,yes,PA,10/18/23,2023,Soybean maturity,commonragweed,78.74,1m2,0,0,0,0,na,no,,,no,,,no,,,no,,,no,na,na,yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
305,b2,11,green/anthesis,anthesis/anthesis,no residual,no residual,yes,PA,10/18/23,2023,Soybean maturity,commonragweed,82.55,1m2,0,0,0,0,na,no,,,no,,,no,,,no,,,no,na,na,yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
411,b4,11,green/anthesis,anthesis/anthesis,no residual,no residual,yes,PA,10/18/23,2023,Soybean maturity,commonragweed,80.01,1m2,0,0,0,0,na,no,,,no,,,no,,,no,,,no,na,na,yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
209,b3,12,green/anthesis,anthesis/anthesis,boot,boot,no,PA,10/18/23,2023,Soybean maturity,commonragweed,83.82,1m2,0,0,0,0,na,no,,,no,,,no,,,no,,,no,na,na,yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
211,b4,12,green/anthesis,anthesis/anthesis,boot,boot,no,PA,10/18/23,2023,Soybean maturity,commonragweed,80.01,1m2,0,0,0,0,na,no,,,no,,,no,,,no,,,no,na,na,yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
401,b1,12,green/anthesis,anthesis/anthesis,boot,boot,no,PA,10/18/23,2023,Soybean maturity,commonragweed,71.12,1m2,0,0,0,0,na,no,,,no,,,no,,,no,,,no,na,na,yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
505,b2,12,green/anthesis,anthesis/anthesis,boot,boot,no,PA,10/18/23,2023,Soybean maturity,commonragweed,83.82,1m2,0,0,0,0,na,no,,,no,,,no,,,no,,,no,na,na,yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
205,b2,13,green/anthesis,anthesis/anthesis,anthesis,anthesis,no,PA,10/18/23,2023,Soybean maturity,commonragweed,77.47,1m2,0,0,0,0,na,no,,,no,,,no,,,no,,,no,na,na,yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
311,b4,13,green/anthesis,anthesis/anthesis,anthesis,anthesis,no,PA,10/18/23,2023,Soybean maturity,commonragweed,72.39,1m2,0,0,0,0,na,no,,,no,,,no,,,no,,,no,na,na,yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
409,b3,13,green/anthesis,anthesis/anthesis,anthesis,anthesis,no,PA,10/18/23,2023,Soybean maturity,commonragweed,78.74,1m2,0,0,0,0,na,no,,,no,,,no,,,no,,,no,na,na,yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
501,b1,13,green/anthesis,anthesis/anthesis,anthesis,anthesis,no,PA,10/18/23,2023,Soybean maturity,commonragweed,73.66,1m2,0,0,0,0,na,no,,,no,,,no,,,no,,,no,na,na,yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
