plot,blk,trt,plt.date,herb.trt,herb.trt.POSTdemo,NoResidualAtPost,location,date,site.year,year,timing,weed.species,soy.hgt.cm,weed.demo.unit,above.canopy,greater.ten.cm,less.ten.cm,total.weed.den,weed.check,std.weed den,eb.data,eb.herb,eb.plt.dt,ea.data,ea.herb,ea.plt.dt,lb.data,lb.herb,lb.plt.dt,la.data,la.herb,la.plt.dt,yield.data,rye.bio.m2,soybean.kgha,lorenz,ob1,ob2,ob3,ob4,ob5,ob6,ob7,ob8,ob9,ob10,ob11,ob12,ob13,ob14,ob15,ob16
308,b3,7,early (1 DAP),boot,boot,no,PA,7/11/22,PA22,2022,Soybean maturity,waterhemp,58,1m2,1,5,3,9,32.6,na,yes,pre,early,no,,,no,,,no,,,no,na,na,no,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
510,b4,7,early (1 DAP),boot,boot,no,PA,7/11/22,PA22,2022,Soybean maturity,waterhemp,60,1m2,0,0,0,0,32.6,na,yes,pre,early,no,,,no,,,no,,,no,na,na,no,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
108,b3,8,early (1 DAP),anthesis,anthesis,no,PA,7/11/22,PA22,2022,Soybean maturity,waterhemp,59.5,1m2,0,2.5,3,5.5,32.6,na,no,,,yes,pre,early,no,,,no,,,no,na,na,no,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
206,b2,8,early (1 DAP),anthesis,anthesis,no,PA,7/11/22,PA22,2022,Soybean maturity,waterhemp,61,1m2,0,0,1,1,32.6,na,no,,,yes,pre,early,no,,,no,,,no,na,na,no,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
210,b4,8,early (1 DAP),anthesis,anthesis,no,PA,7/11/22,PA22,2022,Soybean maturity,waterhemp,58.5,1m2,0,0,0,0,32.6,na,no,,,yes,pre,early,no,,,no,,,no,na,na,no,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
303,b1,8,early (1 DAP),anthesis,anthesis,no,PA,7/11/22,PA22,2022,Soybean maturity,waterhemp,57.5,1m2,0,0,0,0,32.6,na,no,,,yes,pre,early,no,,,no,,,no,na,na,no,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
103,b1,10,early (1 DAP),anthesis/POST,anthesis,no,PA,7/11/22,PA22,2022,Soybean maturity,waterhemp,60.5,1m2,0,2,0,2,32.6,na,no,,,no,,,no,,,no,,,no,na,na,no,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
208,b3,10,early (1 DAP),anthesis/POST,anthesis,no,PA,7/11/22,PA22,2022,Soybean maturity,waterhemp,49,1m2,2,5.5,0,7.5,32.6,na,no,,,no,,,no,,,no,,,no,na,na,no,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
410,b4,10,early (1 DAP),anthesis/POST,anthesis,no,PA,7/11/22,PA22,2022,Soybean maturity,waterhemp,60.5,1m2,0,0,0,0,32.6,na,no,,,no,,,no,,,no,,,no,na,na,no,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
506,b2,10,early (1 DAP),anthesis/POST,anthesis,no,PA,7/11/22,PA22,2022,Soybean maturity,waterhemp,58,1m2,0,0,0,0,32.6,na,no,,,no,,,no,,,no,,,no,na,na,no,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
204,b2,1,standard (14 DPP),no residual,no residual,yes,PA,10/18/23,PA23,2023,Soybean maturity,commonragweed,82.55,1m2,0,0,0,0,,na,no,,,no,,,no,,,no,,,no,na,na,yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
302,b1,1,standard (14 DPP),no residual,no residual,yes,PA,10/18/23,PA23,2023,Soybean maturity,commonragweed,73.66,1m2,0,0,0,0,,na,no,,,no,,,no,,,no,,,no,na,na,yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
307,b3,1,standard (14 DPP),no residual,no residual,yes,PA,10/18/23,PA23,2023,Soybean maturity,commonragweed,82.55,1m2,0,0,0,0,,na,no,,,no,,,no,,,no,,,no,na,na,yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
512,b4,1,standard (14 DPP),no residual,no residual,yes,PA,10/18/23,PA23,2023,Soybean maturity,commonragweed,80.01,1m2,0,0,0,0,,na,no,,,no,,,no,,,no,,,no,na,na,yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
102,b1,4,standard (14 DPP),POST,no residual,yes,PA,10/18/23,PA23,2023,Soybean maturity,commonragweed,76.2,1m2,0,0,0,0,,na,no,,,no,,,no,,,no,,,no,na,na,yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
207,b3,4,standard (14 DPP),POST,no residual,yes,PA,10/18/23,PA23,2023,Soybean maturity,commonragweed,76.2,1m2,0,0,0,0,,na,no,,,no,,,no,,,no,,,no,na,na,yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
404,b2,4,standard (14 DPP),POST,no residual,yes,PA,10/18/23,PA23,2023,Soybean maturity,commonragweed,77.47,1m2,0,0,0,0,,na,no,,,no,,,no,,,no,,,no,na,na,yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
412,b4,4,standard (14 DPP),POST,no residual,yes,PA,10/18/23,PA23,2023,Soybean maturity,commonragweed,77.47,1m2,0,0,0,0,,na,no,,,no,,,no,,,no,,,no,na,na,yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
101,b1,11,standard (1 DAP),no residual,no residual,yes,PA,10/18/23,PA23,2023,Soybean maturity,commonragweed,77.47,1m2,0,0,0,0,,na,no,,,no,,,no,,,no,,,no,na,na,yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
109,b3,11,standard (1 DAP),no residual,no residual,yes,PA,10/18/23,PA23,2023,Soybean maturity,commonragweed,78.74,1m2,0,0,0,0,,na,no,,,no,,,no,,,no,,,no,na,na,yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
305,b2,11,standard (1 DAP),no residual,no residual,yes,PA,10/18/23,PA23,2023,Soybean maturity,commonragweed,82.55,1m2,0,0,0,0,,na,no,,,no,,,no,,,no,,,no,na,na,yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
411,b4,11,standard (1 DAP),no residual,no residual,yes,PA,10/18/23,PA23,2023,Soybean maturity,commonragweed,80.01,1m2,0,0,0,0,,na,no,,,no,,,no,,,no,,,no,na,na,yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
111,b4,14,standard (1 DAP),POST,no residual,yes,PA,10/18/23,PA23,2023,Soybean maturity,commonragweed,72.39,1m2,0,0,0,0,,na,no,,,no,,,no,,,no,,,no,na,na,yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
301,b1,14,standard (1 DAP),POST,no residual,yes,PA,10/18/23,PA23,2023,Soybean maturity,commonragweed,76.2,1m2,0,0,0,0,,na,no,,,no,,,no,,,no,,,no,na,na,yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
405,b2,14,standard (1 DAP),POST,no residual,yes,PA,10/18/23,PA23,2023,Soybean maturity,commonragweed,80.01,1m2,0,0,0,0,,na,no,,,no,,,no,,,no,,,no,na,na,yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
509,b3,14,standard (1 DAP),POST,no residual,yes,PA,10/18/23,PA23,2023,Soybean maturity,commonragweed,77.47,1m2,0,0,0,0,,na,no,,,no,,,no,,,no,,,no,na,na,yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110,b4,6,early (1 DAP),no residual,no residual,yes,PA,10/18/23,PA23,2023,Soybean maturity,commonragweed,78.74,1m2,0,0,0,0,,na,no,,,no,,,no,,,no,,,no,na,na,yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
403,b1,6,early (1 DAP),no residual,no residual,yes,PA,10/18/23,PA23,2023,Soybean maturity,commonragweed,77.47,1m2,0,0,0,0,,na,no,,,no,,,no,,,no,,,no,na,na,yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
406,b2,6,early (1 DAP),no residual,no residual,yes,PA,10/18/23,PA23,2023,Soybean maturity,commonragweed,76.2,1m2,0,0,0,0,,na,no,,,no,,,no,,,no,,,no,na,na,yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
408,b3,6,early (1 DAP),no residual,no residual,yes,PA,10/18/23,PA23,2023,Soybean maturity,commonragweed,72.39,1m2,0,0,0,0,,na,no,,,no,,,no,,,no,,,no,na,na,yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
306,b2,9,early (1 DAP),POST,no residual,yes,PA,10/18/23,PA23,2023,Soybean maturity,commonragweed,90.17,1m2,1,0,0,1,,na,no,,,no,,,no,,,no,,,no,na,na,yes,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
310,b4,9,early (1 DAP),POST,no residual,yes,PA,10/18/23,PA23,2023,Soybean maturity,commonragweed,80.01,1m2,0,0,0,0,,na,no,,,no,,,no,,,no,,,no,na,na,yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
503,b1,9,early (1 DAP),POST,no residual,yes,PA,10/18/23,PA23,2023,Soybean maturity,commonragweed,77.47,1m2,0,0,0,0,,na,no,,,no,,,no,,,no,,,no,na,na,yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
508,b3,9,early (1 DAP),POST,no residual,yes,PA,10/18/23,PA23,2023,Soybean maturity,commonragweed,77.47,1m2,0,0,0,0,,na,no,,,no,,,no,,,no,,,no,na,na,yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
312,b4,2,standard (14 DPP),boot,boot,no,PA,10/18/23,PA23,2023,Soybean maturity,commonragweed,77.47,1m2,0,0,0,0,,na,no,,,no,,,no,,,no,,,no,na,na,yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
402,b1,2,standard (14 DPP),boot,boot,no,PA,10/18/23,PA23,2023,Soybean maturity,commonragweed,80.01,1m2,0,0,0,0,,na,no,,,no,,,no,,,no,,,no,na,na,yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
407,b3,2,standard (14 DPP),boot,boot,no,PA,10/18/23,PA23,2023,Soybean maturity,commonragweed,74.93,1m2,0,0,0,0,,na,no,,,no,,,no,,,no,,,no,na,na,yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
504,b2,2,standard (14 DPP),boot,boot,no,PA,10/18/23,PA23,2023,Soybean maturity,commonragweed,78.74,1m2,1,0,0,1,,na,no,,,no,,,no,,,no,,,no,na,na,yes,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
104,b2,3,standard (14 DPP),anthesis,anthesis,no,PA,10/18/23,PA23,2023,Soybean maturity,commonragweed,73.66,1m2,0,0,0,0,,na,no,,,no,,,no,,,no,,,no,na,na,yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202,b1,3,standard (14 DPP),anthesis,anthesis,no,PA,10/18/23,PA23,2023,Soybean maturity,commonragweed,77.47,1m2,0,0,0,0,,na,no,,,no,,,no,,,no,,,no,na,na,yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
212,b4,3,standard (14 DPP),anthesis,anthesis,no,PA,10/18/23,PA23,2023,Soybean maturity,commonragweed,76.2,1m2,0,0,0,0,,na,no,,,no,,,no,,,no,,,no,na,na,yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
507,b3,3,standard (14 DPP),anthesis,anthesis,no,PA,10/18/23,PA23,2023,Soybean maturity,commonragweed,74.93,1m2,0,0,0,0,,na,no,,,no,,,no,,,no,,,no,na,na,yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
107,b3,5,standard (14 DPP),anthesis/POST,anthesis,no,PA,10/18/23,PA23,2023,Soybean maturity,commonragweed,77.47,1m2,0,0,0,0,,na,no,,,no,,,no,,,no,,,no,na,na,yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
112,b4,5,standard (14 DPP),anthesis/POST,anthesis,no,PA,10/18/23,PA23,2023,Soybean maturity,commonragweed,72.39,1m2,0,0,0,0,,na,no,,,no,,,no,,,no,,,no,na,na,yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
304,b2,5,standard (14 DPP),anthesis/POST,anthesis,no,PA,10/18/23,PA23,2023,Soybean maturity,commonragweed,76.2,1m2,0,0,0,0,,na,no,,,no,,,no,,,no,,,no,na,na,yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
502,b1,5,standard (14 DPP),anthesis/POST,anthesis,no,PA,10/18/23,PA23,2023,Soybean maturity,commonragweed,76.2,1m2,0,0,0,0,,na,no,,,no,,,no,,,no,,,no,na,na,yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
209,b3,12,standard (1 DAP),boot,boot,no,PA,10/18/23,PA23,2023,Soybean maturity,commonragweed,83.82,1m2,0,0,0,0,,na,no,,,no,,,no,,,no,,,no,na,na,yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
211,b4,12,standard (1 DAP),boot,boot,no,PA,10/18/23,PA23,2023,Soybean maturity,commonragweed,80.01,1m2,0,0,0,0,,na,no,,,no,,,no,,,no,,,no,na,na,yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
401,b1,12,standard (1 DAP),boot,boot,no,PA,10/18/23,PA23,2023,Soybean maturity,commonragweed,71.12,1m2,0,0,0,0,,na,no,,,no,,,no,,,no,,,no,na,na,yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
505,b2,12,standard (1 DAP),boot,boot,no,PA,10/18/23,PA23,2023,Soybean maturity,commonragweed,83.82,1m2,0,0,0,0,,na,no,,,no,,,no,,,no,,,no,na,na,yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
205,b2,13,standard (1 DAP),anthesis,anthesis,no,PA,10/18/23,PA23,2023,Soybean maturity,commonragweed,77.47,1m2,0,0,0,0,,na,no,,,no,,,no,,,no,,,no,na,na,yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
311,b4,13,standard (1 DAP),anthesis,anthesis,no,PA,10/18/23,PA23,2023,Soybean maturity,commonragweed,72.39,1m2,0,0,0,0,,na,no,,,no,,,no,,,no,,,no,na,na,yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
409,b3,13,standard (1 DAP),anthesis,anthesis,no,PA,10/18/23,PA23,2023,Soybean maturity,commonragweed,78.74,1m2,0,0,0,0,,na,no,,,no,,,no,,,no,,,no,na,na,yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
501,b1,13,standard (1 DAP),anthesis,anthesis,no,PA,10/18/23,PA23,2023,Soybean maturity,commonragweed,73.66,1m2,0,0,0,0,,na,no,,,no,,,no,,,no,,,no,na,na,yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
105,b2,15,standard (1 DAP),anthesis/POST,anthesis,no,PA,10/18/23,PA23,2023,Soybean maturity,commonragweed,71.12,1m2,0,0,0,0,,na,no,,,no,,,no,,,no,,,no,na,na,yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
201,b1,15,standard (1 DAP),anthesis/POST,anthesis,no,PA,10/18/23,PA23,2023,Soybean maturity,commonragweed,73.66,1m2,0,0,0,0,,na,no,,,no,,,no,,,no,,,no,na,na,yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
309,b3,15,standard (1 DAP),anthesis/POST,anthesis,no,PA,10/18/23,PA23,2023,Soybean maturity,commonragweed,76.2,1m2,0,0,0,0,,na,no,,,no,,,no,,,no,,,no,na,na,yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
511,b4,15,standard (1 DAP),anthesis/POST,anthesis,no,PA,10/18/23,PA23,2023,Soybean maturity,commonragweed,72.39,1m2,0,0,0,0,,na,no,,,no,,,no,,,no,,,no,na,na,yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
106,b2,7,early (1 DAP),boot,boot,no,PA,10/18/23,PA23,2023,Soybean maturity,commonragweed,77.47,1m2,0,0,0,0,,na,no,,,no,,,no,,,no,,,no,na,na,yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
203,b1,7,early (1 DAP),boot,boot,no,PA,10/18/23,PA23,2023,Soybean maturity,commonragweed,78.74,1m2,0,0,0,0,,na,no,,,no,,,no,,,no,,,no,na,na,yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
308,b3,7,early (1 DAP),boot,boot,no,PA,10/18/23,PA23,2023,Soybean maturity,commonragweed,80.01,1m2,0,0,0,0,,na,no,,,no,,,no,,,no,,,no,na,na,yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
510,b4,7,early (1 DAP),boot,boot,no,PA,10/18/23,PA23,2023,Soybean maturity,commonragweed,73.66,1m2,0,0,0,0,,na,no,,,no,,,no,,,no,,,no,na,na,yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
108,b3,8,early (1 DAP),anthesis,anthesis,no,PA,10/18/23,PA23,2023,Soybean maturity,commonragweed,73.66,1m2,0,0,0,0,,na,no,,,no,,,no,,,no,,,no,na,na,yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
206,b2,8,early (1 DAP),anthesis,anthesis,no,PA,10/18/23,PA23,2023,Soybean maturity,commonragweed,86.36,1m2,0,0,0,0,,na,no,,,no,,,no,,,no,,,no,na,na,yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
210,b4,8,early (1 DAP),anthesis,anthesis,no,PA,10/18/23,PA23,2023,Soybean maturity,commonragweed,78.74,1m2,0,0,0,0,,na,no,,,no,,,no,,,no,,,no,na,na,yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
303,b1,8,early (1 DAP),anthesis,anthesis,no,PA,10/18/23,PA23,2023,Soybean maturity,commonragweed,76.2,1m2,0,0,0,0,,na,no,,,no,,,no,,,no,,,no,na,na,yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
103,b1,10,early (1 DAP),anthesis/POST,anthesis,no,PA,10/18/23,PA23,2023,Soybean maturity,commonragweed,72.39,1m2,0,0,0,0,,na,no,,,no,,,no,,,no,,,no,na,na,yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
208,b3,10,early (1 DAP),anthesis/POST,anthesis,no,PA,10/18/23,PA23,2023,Soybean maturity,commonragweed,81.28,1m2,0,0,0,0,,na,no,,,no,,,no,,,no,,,no,na,na,yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
410,b4,10,early (1 DAP),anthesis/POST,anthesis,no,PA,10/18/23,PA23,2023,Soybean maturity,commonragweed,69.85,1m2,0,0,0,0,,na,no,,,no,,,no,,,no,,,no,na,na,yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
506,b2,10,early (1 DAP),anthesis/POST,anthesis,no,PA,10/18/23,PA23,2023,Soybean maturity,commonragweed,73.66,1m2,0,0,0,0,,na,no,,,no,,,no,,,no,,,no,na,na,yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
204,b2,1,standard (14 DPP),no residual,no residual,yes,PA,10/18/23,PA23,2023,Soybean maturity,waterhemp,82.55,1m2,0,1.5,0,1.5,10,na,yes,utc,std,yes,utc,std,yes,utc,std,yes,utc,std,no,na,na,yes,23,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0
302,b1,1,standard (14 DPP),no residual,no residual,yes,PA,10/18/23,PA23,2023,Soybean maturity,waterhemp,73.66,1m2,0,1,1,2,10,na,yes,utc,std,yes,utc,std,yes,utc,std,yes,utc,std,no,na,na,yes,64,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0
307,b3,1,standard (14 DPP),no residual,no residual,yes,PA,10/18/23,PA23,2023,Soybean maturity,waterhemp,82.55,1m2,0,1.5,2,3.5,10,na,yes,utc,std,yes,utc,std,yes,utc,std,yes,utc,std,no,na,na,yes,15,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0
512,b4,1,standard (14 DPP),no residual,no residual,yes,PA,10/18/23,PA23,2023,Soybean maturity,waterhemp,80.01,1m2,0,1,2,3,10,na,yes,utc,std,yes,utc,std,yes,utc,std,yes,utc,std,no,na,na,yes,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
102,b1,4,standard (14 DPP),POST,no residual,yes,PA,10/18/23,PA23,2023,Soybean maturity,waterhemp,76.2,1m2,0,0,0,0,10,na,no,,,no,,,no,,,no,,,no,na,na,yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
207,b3,4,standard (14 DPP),POST,no residual,yes,PA,10/18/23,PA23,2023,Soybean maturity,waterhemp,76.2,1m2,0,0,0,0,10,na,no,,,no,,,no,,,no,,,no,na,na,yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
404,b2,4,standard (14 DPP),POST,no residual,yes,PA,10/18/23,PA23,2023,Soybean maturity,waterhemp,77.47,1m2,0,0,0,0,10,na,no,,,no,,,no,,,no,,,no,na,na,yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
412,b4,4,standard (14 DPP),POST,no residual,yes,PA,10/18/23,PA23,2023,Soybean maturity,waterhemp,77.47,1m2,0,0,0,0,10,na,no,,,no,,,no,,,no,,,no,na,na,yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
101,b1,11,standard (1 DAP),no residual,no residual,yes,PA,10/18/23,PA23,2023,Soybean maturity,waterhemp,77.47,1m2,0,6.5,3,9.5,10,na,no,,,no,,,yes,utc,late,yes,utc,late,no,na,na,yes,30.48,48.26,36,0,0,0,0,0,0,0,0,0,0,0,0,0
109,b3,11,standard (1 DAP),no residual,no residual,yes,PA,10/18/23,PA23,2023,Soybean maturity,waterhemp,78.74,1m2,1,9,3,13,10,na,no,,,no,,,yes,utc,late,yes,utc,late,no,na,na,yes,130,120,85,63,42,24,16,16,23,68,45,0,0,0,0,0
305,b2,11,standard (1 DAP),no residual,no residual,yes,PA,10/18/23,PA23,2023,Soybean maturity,waterhemp,82.55,1m2,1,1.5,0,2.5,10,na,no,,,no,,,yes,utc,late,yes,utc,late,no,na,na,yes,94,25,12,0,0,0,0,0,0,0,0,0,0,0,0,0
411,b4,11,standard (1 DAP),no residual,no residual,yes,PA,10/18/23,PA23,2023,Soybean maturity,waterhemp,80.01,1m2,0,1.5,1,2.5,10,na,no,,,no,,,yes,utc,late,yes,utc,late,no,na,na,yes,39,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0
111,b4,14,standard (1 DAP),POST,no residual,yes,PA,10/18/23,PA23,2023,Soybean maturity,waterhemp,72.39,1m2,0,0,0,0,10,na,no,,,no,,,no,,,no,,,no,na,na,yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
301,b1,14,standard (1 DAP),POST,no residual,yes,PA,10/18/23,PA23,2023,Soybean maturity,waterhemp,76.2,1m2,0,1,0,1,10,na,no,,,no,,,no,,,no,,,no,na,na,yes,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
405,b2,14,standard (1 DAP),POST,no residual,yes,PA,10/18/23,PA23,2023,Soybean maturity,waterhemp,80.01,1m2,0,0,0,0,10,na,no,,,no,,,no,,,no,,,no,na,na,yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
509,b3,14,standard (1 DAP),POST,no residual,yes,PA,10/18/23,PA23,2023,Soybean maturity,waterhemp,77.47,1m2,0,0,0,0,10,na,no,,,no,,,no,,,no,,,no,na,na,yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110,b4,6,early (1 DAP),no residual,no residual,yes,PA,10/18/23,PA23,2023,Soybean maturity,waterhemp,78.74,1m2,1,6,4.5,11.5,10,na,yes,utc,early,yes,utc,early,no,,,no,,,no,na,na,yes,69,44,86,18,12,20,15,0,0,0,0,0,0,0,0,0
403,b1,6,early (1 DAP),no residual,no residual,yes,PA,10/18/23,PA23,2023,Soybean maturity,waterhemp,77.47,1m2,0,1,0,1,10,na,yes,utc,early,yes,utc,early,no,,,no,,,no,na,na,yes,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
406,b2,6,early (1 DAP),no residual,no residual,yes,PA,10/18/23,PA23,2023,Soybean maturity,waterhemp,76.2,1m2,1,1,1,3,10,na,yes,utc,early,yes,utc,early,no,,,no,,,no,na,na,yes,98,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0
408,b3,6,early (1 DAP),no residual,no residual,yes,PA,10/18/23,PA23,2023,Soybean maturity,waterhemp,72.39,1m2,0,1,1,2,10,na,yes,utc,early,yes,utc,early,no,,,no,,,no,na,na,yes,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
306,b2,9,early (1 DAP),POST,no residual,yes,PA,10/18/23,PA23,2023,Soybean maturity,waterhemp,90.17,1m2,0,0,0,0,10,na,no,,,no,,,no,,,no,,,no,na,na,yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
310,b4,9,early (1 DAP),POST,no residual,yes,PA,10/18/23,PA23,2023,Soybean maturity,waterhemp,80.01,1m2,0,0,0,0,10,na,no,,,no,,,no,,,no,,,no,na,na,yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
503,b1,9,early (1 DAP),POST,no residual,yes,PA,10/18/23,PA23,2023,Soybean maturity,waterhemp,77.47,1m2,0,0,0,0,10,na,no,,,no,,,no,,,no,,,no,na,na,yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
508,b3,9,early (1 DAP),POST,no residual,yes,PA,10/18/23,PA23,2023,Soybean maturity,waterhemp,77.47,1m2,0,0,0,0,10,na,no,,,no,,,no,,,no,,,no,na,na,yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
312,b4,2,standard (14 DPP),boot,boot,no,PA,10/18/23,PA23,2023,Soybean maturity,waterhemp,77.47,1m2,0,4.5,2,6.5,10,na,yes,pre,std,no,,,yes,pre,std,no,,,no,na,na,yes,60,48,23,20,25,0,0,0,0,0,0,0,0,0,0,0
402,b1,2,standard (14 DPP),boot,boot,no,PA,10/18/23,PA23,2023,Soybean maturity,waterhemp,80.01,1m2,0,1,0,1,10,na,yes,pre,std,no,,,yes,pre,std,no,,,no,na,na,yes,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
407,b3,2,standard (14 DPP),boot,boot,no,PA,10/18/23,PA23,2023,Soybean maturity,waterhemp,74.93,1m2,0,0,0,0,10,na,yes,pre,std,no,,,yes,pre,std,no,,,no,na,na,yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
504,b2,2,standard (14 DPP),boot,boot,no,PA,10/18/23,PA23,2023,Soybean maturity,waterhemp,78.74,1m2,0,1,0,1,10,na,yes,pre,std,no,,,yes,pre,std,no,,,no,na,na,yes,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
104,b2,3,standard (14 DPP),anthesis,anthesis,no,PA,10/18/23,PA23,2023,Soybean maturity,waterhemp,73.66,1m2,0,1,0,1,10,na,no,,,yes,pre,std,no,,,yes,pre,std,no,na,na,yes,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202,b1,3,standard (14 DPP),anthesis,anthesis,no,PA,10/18/23,PA23,2023,Soybean maturity,waterhemp,77.47,1m2,0,0,1,1,10,na,no,,,yes,pre,std,no,,,yes,pre,std,no,na,na,yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
212,b4,3,standard (14 DPP),anthesis,anthesis,no,PA,10/18/23,PA23,2023,Soybean maturity,waterhemp,76.2,1m2,0,2.5,1,3.5,10,na,no,,,yes,pre,std,no,,,yes,pre,std,no,na,na,yes,37,17,15,0,0,0,0,0,0,0,0,0,0,0,0,0
